,senator,party,position,ethnicity,gender,centroid,happiness_cs,anger_cs,disgust_cs,surprise_cs,sadness_cs,fear_cs,general_cs
27,Daza Cotes Imelda,Comunes,government,1,0,"[ 0.05335961  0.2716356   0.14527248 -0.3076133   0.35747272 -0.2847523
  0.05108558  0.25413686  0.00862314 -0.13471007  0.18660401 -0.07079418
  0.10358448 -0.10359497  0.39962876  0.00756455  0.08841356 -0.13995813
  0.44733366 -0.2642178  -0.15922993  0.22268727  0.23705813  0.42424357
  0.04052225 -0.27349198  0.01481633 -0.47789133  0.06004329  0.09547245
 -0.16324057 -0.33119327  0.01161116  0.2966743  -0.03686747  0.5580347
  0.29140434 -0.19778928  0.19858712 -0.36886483  0.20436952  0.13781181
 -0.05465228  0.07466724  0.12820695  0.15472625 -0.31043583  0.08353232
  0.20622316  0.04162925 -0.40221277  0.15703249 -0.5223238  -0.35196468
  0.24665849  0.13108465 -0.07704359  0.15993232  0.3842364   0.48664635
 -0.10658301  0.17684671  0.01120335 -0.58946097 -0.6309828  -0.03264745
 -0.43830225 -0.2258878   0.41944647  0.01123524 -0.01540675 -0.27881697
 -0.26081267  0.7897936  -0.0159934  -0.14285687 -0.2610223  -0.32176304
 -0.6568635  -0.04155853  0.3311589   0.11190689 -0.21264842  0.5233642
 -0.06113553  0.7537097   0.00829293  0.21090268  0.89708555 -0.21670905
  0.10441764 -0.22336903  0.12209251 -0.10812807 -0.19637062  0.07340118
  0.47643465 -0.74260235  0.21711335 -0.622996  ]",0.6835765,0.60438216,0.61176425,0.5822264,0.63135004,0.64027244,0.641982
28,Daza Guevara Robert,Polo Democrático Alternativo,government,0,1,"[ 0.13296452  0.19494066  0.13287185 -0.30371177  0.22081968 -0.24277246
  0.10642482  0.21783662 -0.0763569  -0.09989457  0.26981583 -0.0624057
  0.08056074 -0.07404499  0.29715174 -0.0063282   0.02300789 -0.06527901
  0.2966808  -0.27675748 -0.06134223  0.20548545  0.19297898  0.31926447
  0.0754051  -0.2999869   0.04128474 -0.37650225  0.02010344  0.07109194
 -0.1818845  -0.23203963  0.01936616  0.18056187 -0.11305402  0.39558226
  0.24388596 -0.17471446  0.20478478 -0.32099992  0.11983755  0.09867954
 -0.03955375  0.06360635  0.10753052  0.09031908 -0.31627446  0.12193032
  0.14356646  0.08955563 -0.38066208  0.15373969 -0.5119921  -0.25282943
  0.22500952  0.06353199 -0.04584891  0.16238531  0.28809252  0.47079054
 -0.12752709  0.09767593 -0.03243808 -0.4464291  -0.51643693 -0.00406997
 -0.3694179  -0.241528    0.35243762 -0.05464401  0.11228643 -0.13885543
 -0.1834332   0.552221   -0.02681968 -0.11919196 -0.16676532 -0.3279853
 -0.56359893 -0.13540427  0.27101594  0.04333599 -0.17034534  0.42951712
 -0.0551953   0.6010244   0.05688604  0.09259972  0.77542007 -0.07097153
  0.08477716 -0.1492633   0.0838263  -0.04851574 -0.17594102  0.08609235
  0.36445093 -0.6771265   0.12083425 -0.52607495]",0.6798711,0.58049786,0.60507685,0.5706496,0.6169933,0.6328156,0.63888156
29,De La Calle Lombana Humberto,Sin Partido,independent,0,1,"[ 0.35934648  0.30381343 -0.0823662  -0.03455942  0.45596337 -0.11336076
  0.11740639  0.3626922   0.26602387 -0.16637826  0.14405349 -0.19496776
 -0.05789359 -0.20003895  0.28708386  0.05781541 -0.06064277  0.07390194
 -0.07137283 -0.4616085  -0.342615   -0.01855262  0.12694703  0.11954812
 -0.11577132 -0.55648637 -0.20045255 -0.52517337  0.08886357 -0.04275398
  0.24985182 -0.22891875  0.13532965  0.17516176 -0.43894634  0.35349107
  0.4649056   0.03290105  0.04381802 -0.28838125 -0.15286602 -0.04188199
  0.20321052 -0.17728668  0.08872453 -0.04953058 -0.4559958   0.06187278
  0.21260624 -0.03918547 -0.31690922  0.00425681 -0.31479862 -0.20082088
 -0.12117668 -0.02176553 -0.12150377  0.00828083 -0.03416026  0.38798514
 -0.3546362  -0.05506207  0.09481039 -0.29711798 -0.381471    0.07838699
 -0.545033   -0.32449552  0.09455704 -0.32953975 -0.00663886 -0.3525909
 -0.02560101  0.5187376  -0.04191658 -0.4705434  -0.4585661  -0.24678119
 -0.6146705  -0.37144074  0.23292755 -0.18851514 -0.35328397  0.6144657
 -0.08993387  0.58456385  0.24645215  0.15779173  0.67820525  0.02562656
  0.278695    0.09154508  0.20017998 -0.25539806  0.10965726 -0.24348533
 -0.04005739 -0.14047605 -0.23878877 -0.4528915 ]",0.6200094,0.55094874,0.5724902,0.55042267,0.58540803,0.5994743,0.6075008
30,Deluque Zuleta Alfredo Rafael ,Partido de la U,independent,0,1,"[ 0.29103756  0.3390488   0.1228296  -0.21225843  0.396606   -0.2711642
  0.14521074  0.3080028   0.11610433 -0.16489947  0.24622524 -0.10188463
  0.02311367 -0.21898906  0.38438877 -0.06382744  0.00254024  0.12893538
  0.13687763 -0.4706713  -0.326672    0.10532859  0.18519048  0.16376485
 -0.0928272  -0.5667967  -0.12473694 -0.5635468   0.08474787  0.03154401
 -0.00353978 -0.2689414   0.16401921  0.27452105 -0.2781757   0.42146266
  0.56687766 -0.18460459  0.0678435  -0.43230888  0.02702034  0.00825154
  0.1203513   0.02953655  0.16042031  0.04308886 -0.53112996  0.05817284
  0.29122722 -0.03864276 -0.37626803  0.17287625 -0.45636678 -0.3443253
 -0.02274991 -0.00198558 -0.09318475  0.11545605  0.10492628  0.63169605
 -0.27860215  0.10882893  0.05326595 -0.48266065 -0.43039602  0.00947872
 -0.6684231  -0.32764828  0.22891183 -0.35244966 -0.01912801 -0.3496648
 -0.10299336  0.7527168  -0.04242842 -0.35856712 -0.37348732 -0.41757202
 -0.71950877 -0.44159576  0.23872574 -0.06826632 -0.38819042  0.58511364
 -0.18594652  0.8748197   0.2945261   0.05785915  0.863603   -0.06198103
  0.24573618 -0.05781778  0.17394865 -0.21732949  0.0173664  -0.02160082
  0.21440831 -0.46444213 -0.10658351 -0.5931449 ]",0.6357993,0.5389572,0.56619674,0.5345428,0.58062136,0.5984567,0.60920453
31,Díaz Contreras Edgar Jesús,Cambio Radical,opposition,0,1,"[ 0.31976914  0.33191448  0.10219668 -0.23683979  0.5479243  -0.19120027
  0.20444068  0.49576545 -0.07474545 -0.29781827  0.21298438 -0.19862016
  0.06567415 -0.02564724  0.3846585  -0.17093833  0.05755132 -0.25859436
  0.21878117 -0.4371086  -0.38066182  0.1107277   0.36450967  0.2730897
  0.21218562 -0.5605379  -0.05348697 -0.64908063 -0.02436139  0.03311373
 -0.17415804 -0.36095196 -0.07576714 -0.00914448 -0.42030117  0.5694444
  0.26661193 -0.08858304  0.1701239  -0.53015316  0.00143536 -0.00276187
 -0.00239258 -0.03943872  0.17144668 -0.0097051  -0.49665654  0.11113611
  0.2806913   0.15390667 -0.54973537  0.06578938 -0.6164093  -0.2504857
 -0.00227718 -0.05831468 -0.15347481  0.26681924  0.0265532   0.65427244
 -0.14564498  0.07310274  0.14324614 -0.42922455 -0.6731427  -0.0760212
 -0.42446512 -0.3481953   0.4207624  -0.19816093  0.09777821 -0.05396643
 -0.21892834  0.61147916 -0.14508325 -0.27146047 -0.4289693  -0.30953503
 -0.79756093 -0.2670758   0.4241351  -0.03210454 -0.26121187  0.70755255
 -0.18760328  0.833675    0.13122073  0.24232325  0.9005239  -0.05293501
  0.07697695 -0.10314126  0.28113058 -0.3102727  -0.01696358  0.02466353
  0.17133519 -0.7391212   0.18697818 -0.6917872 ]",0.69826466,0.5867796,0.62519,0.59173214,0.63516235,0.65239054,0.6660751
32,Díaz Plata Edwing Fabián,Alianza Verde,government,0,1,"[ 0.15749986  0.25066748 -0.14331739 -0.18794107  0.4189097  -0.29343754
  0.14736466  0.39092326  0.03901653 -0.29388222 -0.00424648 -0.0717577
  0.01434645 -0.09385029  0.2795016  -0.08411255  0.09927198 -0.262028
  0.3283775  -0.26563433 -0.19135463  0.2785236   0.26617983  0.46172628
  0.05293082 -0.32089412 -0.08572388 -0.26673687  0.0993726   0.18275018
 -0.03999538 -0.22956598  0.01409467  0.10218757 -0.3174889   0.38970867
  0.05903232 -0.03767623  0.12243439 -0.31718767  0.03640324  0.2416711
 -0.08064    -0.08229851 -0.05941872  0.09845731 -0.28115985 -0.04785244
  0.08126437  0.22532384 -0.4873811   0.06940513 -0.48976743 -0.24265249
  0.13310152 -0.08802559 -0.01262645  0.08702292  0.2011981   0.325454
 -0.10621338  0.01424099  0.02318347 -0.3492287  -0.6381715   0.0145342
 -0.24411125 -0.32635367  0.35538402 -0.0256322   0.19900858 -0.09550593
 -0.08456365  0.4955612  -0.19892077  0.02763999 -0.18932398 -0.20206036
 -0.60364485 -0.08744762  0.30403534 -0.00360283 -0.33409894  0.42338893
 -0.04984733  0.35158145 -0.11844829  0.29396072  0.63085294 -0.07505395
  0.07546075 -0.09367651  0.15198041 -0.07375658 -0.03045398 -0.10087506
  0.3045201  -0.59584755  0.23041607 -0.56537133]",0.7957286,0.73317385,0.7449616,0.7240428,0.7583212,0.7643304,0.76543343
33,Durán Barrera Jaime Enrique,Partido Liberal,independent,0,1,"[ 0.12801227  0.20214401  0.09504546 -0.2888802   0.1471362  -0.10193864
  0.13573413  0.19830368 -0.04868782 -0.02123959  0.30326602  0.03479614
  0.15351455 -0.05302886  0.273367    0.04047254  0.07709542 -0.03207795
  0.34585994 -0.37829962 -0.0465874   0.24287727  0.258068    0.3899852
  0.03901321 -0.21078831  0.04431718 -0.38722205 -0.07527807  0.19755442
 -0.25556952 -0.2645395  -0.01317745  0.17295039 -0.03300833  0.26995993
  0.31243017 -0.14010814  0.30832595 -0.3327526   0.13009042  0.03644618
 -0.00227248  0.10079336  0.20891277  0.11020658 -0.3301163   0.15989287
  0.2819869   0.08527622 -0.35025263  0.15748477 -0.47882357 -0.22577317
  0.3870148   0.11654352 -0.09926746  0.09406108  0.1845874   0.4089591
 -0.1126852   0.0031285   0.04660026 -0.5368001  -0.58077943 -0.06239308
 -0.45109445 -0.13286656  0.42040217 -0.04163986  0.11879998 -0.10630248
 -0.30299065  0.53112483 -0.02311597 -0.0987948  -0.1249245  -0.32965285
 -0.5505895  -0.08976192  0.3039685   0.04039539 -0.13322377  0.49811792
 -0.03694867  0.5353867   0.03022142  0.11819351  0.64882904 -0.09406066
  0.09812883 -0.17506032  0.08595943 -0.02941898 -0.13585308  0.12242961
  0.3759807  -0.69717634  0.1548476  -0.53588474]",0.6708843,0.5718527,0.5976919,0.5633384,0.6085479,0.62431544,0.630906
34,Echavarría Sánchez Juan Diego ,Partido Liberal,independent,0,1,"[ 0.1109956   0.33215103  0.14574261 -0.10371628  0.20979388 -0.46472874
  0.16430727  0.43058705 -0.07392377 -0.22505093  0.2407726  -0.19860558
  0.22439992 -0.29822806  0.4892676  -0.05756921  0.10728105  0.05733627
  0.25627887 -0.4229908  -0.34132203  0.23616362  0.14278519  0.14333358
 -0.20151365 -0.39645123 -0.3889742  -0.3434451   0.24473274 -0.02444533
 -0.12666096 -0.32972738  0.24858876  0.25252    -0.34155574  0.5998113
  0.51454514 -0.13693278  0.09016615 -0.45258585  0.09771458  0.06661523
 -0.11354805  0.0870143   0.04450201  0.02886181 -0.544935   -0.04843586
  0.2757523   0.0381534  -0.3321022   0.25927046 -0.4610046  -0.32248774
  0.11666489 -0.0361037   0.12684405  0.09282125  0.2617313   0.6634202
 -0.13863033  0.0709715   0.00667671 -0.5457623  -0.4172667   0.02451812
 -0.6421161  -0.23487459  0.06132039 -0.02340174  0.00894514 -0.21794276
 -0.0368966   0.723094   -0.00143785 -0.22387315 -0.16439413 -0.5034906
 -0.58749074 -0.37589064  0.10305991 -0.08052916 -0.4471742   0.53982407
 -0.35891473  0.8951004   0.05133642  0.08785344  0.89467007 -0.04795179
  0.32361028  0.05358247  0.1458442  -0.06743865  0.14061241 -0.00405325
  0.38097382 -0.49145326  0.06372586 -0.76276   ]",0.6728835,0.5576749,0.5964543,0.56449527,0.6076288,0.6284288,0.6432844
37,Elias Vidal Julio Alberto,Partido de la U,independent,0,1,"[ 0.14319357  0.34541774 -0.02286552 -0.325008    0.47111556 -0.07841245
  0.18892539  0.30904403 -0.13653171 -0.1536062   0.10173936 -0.08499075
  0.10064975 -0.20492941  0.27079675 -0.15879747 -0.10134129 -0.08764242
  0.28294945 -0.25039732 -0.07381634  0.05804836  0.3110769   0.29758945
  0.19431055 -0.38653085 -0.02776414 -0.47800547 -0.00647517  0.00123736
 -0.21521229 -0.11804314 -0.10470726 -0.03650099 -0.10434439  0.36435005
  0.16747421 -0.11049767  0.11287297 -0.31319058 -0.04832487  0.09555142
 -0.15919162 -0.05695744  0.07141742 -0.12775263 -0.26108977  0.13169663
  0.13549489 -0.04928305 -0.4138091   0.07118732 -0.45820656 -0.21671605
  0.09967942 -0.03582365 -0.2024822   0.18846707  0.13185368  0.36182195
 -0.0929949  -0.09453377  0.07764345 -0.4733655  -0.56406355  0.07987121
 -0.27919757 -0.2895375   0.33702728 -0.12456381  0.05826725 -0.06198986
 -0.12460308  0.53265816 -0.18039879  0.0196391  -0.2545122  -0.43565625
 -0.6487932  -0.07112747  0.1775669  -0.05538591 -0.19202292  0.4761407
 -0.06638565  0.46676812  0.20288198  0.11732736  0.6600048  -0.006108
  0.22281599 -0.10526613  0.11595175 -0.11975863 -0.05272184  0.10773925
  0.26314476 -0.61342686  0.1238829  -0.5228774 ]",0.6958325,0.60074747,0.6253656,0.5916252,0.640569,0.65152776,0.6624874
38,Espinosa Oliver Karina,Partido Liberal,independent,0,0,"[ 0.2664182   0.3933007   0.06460844 -0.44531685  0.4082381  -0.14732325
  0.22295304  0.4089366  -0.20903645 -0.366953    0.27148288 -0.07645479
  0.06162027 -0.3919832   0.44608793 -0.11633962 -0.10339951  0.06719361
  0.21499899 -0.39130002 -0.09271482  0.0742244   0.27705342  0.46307465
  0.04524831 -0.44119632 -0.11474188 -0.62018937  0.10863719 -0.08459878
 -0.32312047 -0.11598444  0.1404209  -0.18309896 -0.14441296  0.46665066
  0.22656965 -0.18238941  0.11393946 -0.32234198  0.03334541  0.11296531
 -0.13015959  0.00326252  0.16671866 -0.25420433 -0.48128158  0.14729661
  0.06073699  0.00761344 -0.49197644  0.11077451 -0.6148743  -0.3218066
  0.16030292 -0.09163094 -0.2177078   0.1681028   0.41894412  0.32000408
 -0.24631687 -0.07813712 -0.07043967 -0.6073442  -0.6378533   0.3064985
 -0.38745192 -0.2684971   0.23559086 -0.3037614   0.04587422 -0.03616179
  0.01895835  0.6361878  -0.23602642  0.11007006 -0.21675453 -0.53211087
 -0.7140887  -0.13994834  0.20942311 -0.10284137 -0.2930515   0.46244192
 -0.21249467  0.67309505  0.31323323  0.05945915  0.88264465 -0.01459971
  0.1863409  -0.14501174  0.01623091 -0.13717556 -0.01067469  0.10990945
  0.27830154 -0.58621794  0.01404935 -0.7216608 ]",0.6332399,0.51564246,0.5536336,0.5156561,0.56333137,0.5803664,0.5956397
39,Espitia Jerez Ana Carolina ,Alianza Verde,government,0,0,"[ 0.21907423  0.32520366  0.0789484  -0.24621958  0.31985825 -0.18226819
  0.17257014  0.5265365  -0.16858216 -0.2090846   0.18808463 -0.13790743
  0.13245389 -0.19047213  0.45747185 -0.11772913  0.13553539 -0.17990263
  0.2718407  -0.43710542 -0.3054576   0.24688442  0.303998    0.34968287
  0.04386656 -0.27809447 -0.16395432 -0.55552113  0.02073504  0.1733658
 -0.29164857 -0.260225    0.1444929   0.17113394 -0.14041284  0.4147826
  0.3002959  -0.15835574  0.15531507 -0.4584591   0.24137112  0.06281002
 -0.03270704  0.13242178  0.20268804  0.00503591 -0.25015703 -0.04127573
  0.29303208  0.11374027 -0.30036107  0.15744483 -0.5336866  -0.25517312
  0.23567604 -0.04171522 -0.09681806  0.11210978  0.12388671  0.4712933
 -0.20698741 -0.0287741   0.12862201 -0.5846118  -0.5699773  -0.09020602
 -0.5633531  -0.16673937  0.31833827 -0.15604806  0.02011203 -0.13936578
 -0.25387856  0.6108332  -0.17445381 -0.16541979 -0.34171444 -0.30408236
 -0.70079005 -0.14293489  0.3287052  -0.01910637 -0.3380382   0.5791522
 -0.13124086  0.7298093   0.12074607  0.30614775  0.677045   -0.02605407
  0.05648162 -0.2138891   0.14263044 -0.271009    0.0857911   0.08265998
  0.24208188 -0.52900016  0.09718622 -0.691446  ]",0.7051304,0.5896776,0.6245169,0.5906131,0.6380685,0.65415347,0.6671236
40,Estrada Cordero Julio César,Movimiento Alternativo Indígena y Social,government,0,1,"[ 1.83980409e-02  3.84457231e-01 -1.10759676e-01 -3.52823198e-01
  3.67776096e-01 -1.15013748e-01  8.74967948e-02  1.75296918e-01
  5.19306436e-02  3.48115005e-02  1.10984161e-01 -1.14379711e-01
  4.93212901e-02 -1.43971518e-01  2.22745493e-01  4.40750383e-02
 -1.36677548e-01 -1.88239425e-01  3.37613165e-01 -2.09301546e-01
 -7.88368136e-02  1.49127930e-01  1.81782916e-01  4.29720908e-01
  8.97135064e-02 -4.31450270e-02  3.20695043e-02 -4.50282812e-01
  4.26844917e-02  1.81840926e-01 -2.35214066e-02 -2.13267863e-01
 -2.40690127e-01  5.27378470e-02 -5.98959625e-04  2.62759745e-01
  1.53887510e-01 -8.17574412e-02  2.20458776e-01 -2.05320209e-01
  5.85087277e-02  4.76987325e-02 -9.66458917e-02 -2.46657617e-03
  3.72519642e-02 -8.98477882e-02 -7.70496428e-02  1.42269760e-01
  1.54928386e-01 -3.20162103e-02 -2.94009805e-01  8.62583984e-04
 -5.04905820e-01 -1.65311664e-01  1.62403226e-01  1.52775735e-01
 -1.46459579e-01  6.68054596e-02  2.14788795e-01  2.39582747e-01
 -6.17158860e-02 -8.45918730e-02  1.03817344e-01 -3.66982669e-01
 -5.71498513e-01  2.33405307e-02 -2.74261951e-01 -2.85328358e-01
  3.27296346e-01  6.36831671e-02  3.74129564e-02 -6.79249391e-02
 -1.83750689e-01  5.27063549e-01 -1.71848029e-01 -7.81324059e-02
 -3.02844703e-01 -3.33645612e-01 -5.95804214e-01  7.44837448e-02
  1.58100724e-01 -1.59606934e-01 -1.43364444e-01  4.10573512e-01
  1.35331199e-01  4.26409006e-01  9.22186766e-04  1.34783342e-01
  7.65871882e-01 -1.67233691e-01  2.39665121e-01 -5.48756346e-02
  8.74775872e-02 -7.92572275e-02 -2.35409632e-01 -6.22316524e-02
  5.49689531e-01 -6.30474150e-01  1.07092157e-01 -5.46177506e-01]",0.6812482,0.63446975,0.6261083,0.6023913,0.6485184,0.6468128,0.644458
41,Farelo Daza Carlos Mario ,Cambio Radical,opposition,0,1,"[ 1.63301855e-01  2.37198696e-01  4.64778990e-02 -3.01027715e-01
  2.14965597e-01 -2.46425673e-01  6.43816069e-02  1.90753460e-01
  6.08746894e-02 -1.95193127e-01  3.62694651e-01 -1.37769297e-01
  7.26260170e-02 -1.81942776e-01  2.31059805e-01  1.15256555e-01
  1.58045068e-02  6.81040809e-02  2.84192562e-01 -3.38949114e-01
 -1.10177636e-01  5.33042513e-02  1.24966167e-01  2.73220748e-01
 -4.95913327e-02 -3.53621602e-01 -2.62360498e-02 -4.23875183e-01
  6.72980398e-02  3.09077161e-03 -8.61964151e-02 -1.75006926e-01
  2.21837327e-01  1.68664351e-01 -1.43864974e-01  3.58488560e-01
  3.38078409e-01 -1.33657798e-01  1.56323895e-01 -2.43946195e-01
  6.74379990e-02  1.77238047e-01 -7.91377351e-02 -1.34765133e-02
  6.26348555e-02  1.80910341e-02 -3.85078460e-01  1.68503523e-01
  1.07071124e-01  1.52685968e-02 -3.50271702e-01  1.99299857e-01
 -3.73833984e-01 -2.31471717e-01  1.91086993e-01  4.41124700e-02
 -5.63984327e-02 -2.25433454e-04  3.29604059e-01  3.66186529e-01
 -2.45653883e-01  4.92915958e-02 -7.13869929e-02 -4.53401953e-01
 -5.82312942e-01  9.10857916e-02 -4.34522539e-01 -2.36027792e-01
  3.15018326e-01 -1.40333787e-01  8.84288922e-02 -2.77274907e-01
 -6.12634458e-02  6.32382572e-01 -2.77420264e-02 -1.35505572e-01
 -1.82578623e-01 -4.46562737e-01 -5.38541317e-01 -1.96978569e-01
  1.62311196e-01  6.06132038e-02 -1.97658777e-01  4.13336396e-01
 -2.15343740e-02  6.39878154e-01  1.37694240e-01  5.44533320e-02
  7.79539764e-01 -6.09874614e-02  1.85473695e-01 -1.20498948e-01
  4.33042683e-02 -1.83401667e-02 -9.77139398e-02  1.08099096e-01
  1.58540532e-01 -5.05703986e-01  3.20858881e-02 -5.13526201e-01]",0.6686001,0.58122045,0.6023762,0.56970966,0.6154762,0.6316675,0.6367531
42,Flórez Hernández Alex Xavier,Colombia Humana,government,0,1,"[ 0.23186871  0.1612553   0.25952694 -0.5006904   0.20254582 -0.5581487
  0.13909453  0.30140063 -0.17970005 -0.11257168  0.37702668  0.03000162
  0.03896961 -0.05581336  0.3793255  -0.21646133  0.08293594  0.18615906
  0.32444215 -0.35276774 -0.05931074  0.27809402  0.18339242 -0.07127083
  0.00850893 -0.7691548   0.03228787 -0.36706412  0.06509566 -0.1249802
 -0.30283716 -0.34096316  0.03888838  0.35419968 -0.31030342  0.62687314
  0.39318046 -0.31651148  0.17821576 -0.57189816  0.01030541  0.14666897
 -0.11716291  0.10107206  0.07622602  0.12842259 -0.7004203   0.11270662
  0.17955244  0.09264675 -0.5386785   0.29812586 -0.7069641  -0.49827608
  0.20663768  0.03656713  0.07866833  0.49395543  0.43583146  0.8501719
 -0.04412273  0.23900764 -0.20678966 -0.5567799  -0.353935    0.04426887
 -0.58783084 -0.37362263  0.41178185 -0.1430197   0.28568345 -0.17906545
 -0.16923225  0.7878495   0.07551622 -0.16812703 -0.00971396 -0.64913946
 -0.7286966  -0.3855423   0.25884175  0.15221481 -0.40527377  0.533588
 -0.16084622  0.78664696  0.17455977 -0.16510768  1.1420538  -0.03227427
  0.24114484 -0.15212342  0.14528412 -0.08232979 -0.06504169  0.1771263
  0.5097114  -1.0989282   0.20606044 -0.7634016 ]",0.60329473,0.4914109,0.5281322,0.4915587,0.534776,0.5573205,0.56859165
43,Flórez Porras Pedro Hernando,Colombia Humana,government,0,1,"[ 0.1732268   0.2159561   0.03010542 -0.49160168  0.37117195 -0.32408592
  0.16845736  0.23548037 -0.19151293 -0.26662523  0.11131831 -0.07339561
 -0.01070562 -0.03035377  0.19421165 -0.10150505 -0.11449366 -0.12351516
  0.54461795 -0.29137468  0.1571989   0.24212587  0.41938424  0.38370913
  0.11226108 -0.3390073   0.14770296 -0.4283535   0.08100809  0.01186286
 -0.32105553 -0.20966484 -0.11878975  0.1686963  -0.13245277  0.49397677
  0.06376126 -0.20093231  0.16833986 -0.36334983  0.06866745  0.30577424
 -0.16648676  0.01833347 -0.01484212  0.16109681 -0.3658855   0.11209878
  0.07351902  0.24411517 -0.57543     0.11934088 -0.6983835  -0.44146588
  0.21377136 -0.0864102  -0.08589169  0.32858178  0.38278407  0.55856097
  0.02469978  0.16116059 -0.09713533 -0.3375306  -0.65925527  0.12211475
 -0.15873165 -0.40762663  0.5125193  -0.02817582  0.330559   -0.10589596
 -0.13132599  0.5541775  -0.19634673  0.11418227 -0.1366741  -0.36594397
 -0.6918081  -0.03279454  0.30163702  0.01812308 -0.27244908  0.5137358
  0.01675031  0.44680357 -0.03894556  0.06743827  0.90700144 -0.07180127
  0.17350054 -0.20661011  0.12615499  0.02504453 -0.27410895  0.02769693
  0.5781244  -1.1162703   0.3594101  -0.67500925]",0.66224366,0.57140297,0.59043485,0.562375,0.6026231,0.6138635,0.61863434
44,Flórez Schneider Gloria Inés ,Pacto Histórico,government,0,0,"[-0.0501288   0.20618606 -0.01744568  0.00553855  0.04936546 -0.1136279
 -0.02288424  0.19872525  0.12683205  0.02868943  0.0533544  -0.0192021
  0.08706681 -0.02695813  0.06857923 -0.06996738  0.09384187 -0.13622782
  0.06911103 -0.09452368 -0.0675991   0.12446535  0.05867131  0.14622521
  0.06067593 -0.01751898 -0.06435382 -0.03500635  0.08420076  0.05071202
  0.0648756  -0.05789833  0.103295   -0.07158137 -0.13813816  0.10854207
  0.24008456 -0.0860591   0.01253799 -0.25771487 -0.07437081  0.03281301
 -0.2028398  -0.15763037 -0.09563904 -0.10084229 -0.13270229 -0.10311111
  0.03855491  0.0232529  -0.1713087   0.0190152  -0.16368257  0.15410252
  0.09620479 -0.10127818  0.11789946 -0.11028256  0.03670297 -0.07459254
 -0.09835695 -0.02548071  0.0219709  -0.17682008 -0.21931668  0.11060873
 -0.14981563 -0.23883234 -0.05148463  0.10939034 -0.03688286  0.10914239
 -0.03646544  0.11420067 -0.05324776  0.0531742  -0.04343046 -0.07694875
 -0.31019747  0.04038833  0.17004034 -0.0601276   0.00179309  0.06379665
 -0.15673117  0.00781659 -0.16683844  0.14806145  0.0866283   0.09757391
  0.12713118  0.06801273 -0.05909492 -0.06512762  0.19429319 -0.0573136
  0.09254044 -0.11110869 -0.02513207 -0.04832092]",0.87746286,0.8599745,0.89986527,0.89306355,0.88604903,0.8883294,0.89516896
45,Fortich Sánchez Laura Ester,Partido Liberal,independent,0,0,"[ 0.35440984 -0.03861452 -0.06873481 -0.3223402   0.08664025 -0.39616075
  0.36693984  0.74206454 -0.22722782 -0.28976113  0.17462187 -0.16021869
  0.10854733 -0.2760313   0.60722077  0.12608477  0.23335977 -0.3205287
  0.28597683 -0.3455834   0.04728603  0.6039338  -0.06059454  0.6020115
 -0.08489459 -0.2918318   0.035608   -0.20137455  0.27589336 -0.00846874
 -0.15138915 -0.467157   -0.07658297  0.0315788  -0.41916028  0.47847846
 -0.09689286  0.04453152  0.21533594 -0.33287567  0.13602172  0.06309356
 -0.13190511  0.2869522   0.10604143  0.12346317 -0.17527503 -0.1776615
 -0.14558026  0.3767327  -0.45135564  0.20266698 -0.7980474  -0.15762013
  0.4029937   0.04276334  0.32135817  0.41208616  0.5434051   0.5998911
 -0.06974221 -0.22376563 -0.16786648 -0.3566815  -0.3347076   0.07709464
 -0.37287328 -0.26126426  0.28575873  0.09772111  0.4479897   0.07516064
  0.07183995  0.43841302 -0.15445603 -0.05720326 -0.19618288 -0.1729112
 -0.5754272   0.03476781  0.43877453 -0.16904788 -0.5960456   0.26757956
 -0.03851035  0.23203376 -0.27852118  0.27817357  0.868923    0.27296743
 -0.04525255 -0.10406923 -0.24261998  0.14632447 -0.15997656 -0.2837128
  0.68567216 -0.77735907  0.15429479 -0.7752095 ]",0.6234096,0.5319036,0.5567757,0.53050756,0.5601251,0.57478964,0.5768225
